cod_nat_pcs;lib_pcs;cod_commune;lib_commune;lib_bassin_risques;lib_commentaire;dat_etu_pcs_deb;dat_etu_pcs_fin;dat_notification_pcs_fin;dat_maj
67DREAL20140017;PCS Beinheim;67025;Beinheim;"";Identifié;;;2010-12-31 00:00:00;
67DREAL20140016;PCS Batzendorf;67023;Batzendorf;"";Identifié;;;2012-12-15 00:00:00;
67DREAL20140015;PCS Barr;67021;Barr;"";Identifié;;;2011-11-30 00:00:00;
67DREAL20140014;PCS Barembach;67020;Barembach;"";Obligatoire;;;2011-06-29 00:00:00;
67DREAL20140013;PCS Baldenheim;67019;Baldenheim;"";Obligatoire;;;2012-12-09 00:00:00;
67DREAL20140012;PCS Balbronn;67018;Balbronn;"";Identifié;;;2010-12-30 00:00:00;
67DREAL20140011;PCS Baerendorf;67017;Baerendorf;"";Identifié;;;2011-01-01 00:00:00;
67DREAL20140009;PCS Auenheim;67014;Auenheim;"";Identifié;;;2011-11-17 00:00:00;
67DREAL20140008;PCS Asswiller;67013;Asswiller;"";Identifié;;;2011-01-15 00:00:00;
67DREAL20140007;PCS Aschbach;67012;Aschbach;"";Identifié;;;2011-04-07 00:00:00;
67DREAL20140006;PCS Andlau;67010;Andlau;"";Recommandé;;;2008-06-12 00:00:00;
67DREAL20140005;PCS Altwiller;67009;Altwiller;"";"";;;2013-01-30 00:00:00;
67DREAL20140004;PCS Altenheim;67006;Altenheim;"";"";;;2010-12-17 00:00:00;
67DREAL20140003;PCS Allenwiller;67004;Allenwiller;"";"";;;2011-08-25 00:00:00;
67DREAL20140002;PCS Adamswiller;67002;Adamswiller;"";"";;;2010-11-30 00:00:00;
67DREAL20140001;PCS Achenheim;67001;Achenheim;"";"";;;2010-11-22 00:00:00;
44DDTM20140002;PCS BASSE GOULAINE;44009;Basse-Goulaine;SEVRE NANTAISE;"";;;2012-10-15 00:00:00;2018-06-15 00:00:00
68PREF20140003;WALTENHEIM;68357;Waltenheim;"";"";2014-01-30 00:00:00;;2014-01-30 00:00:00;2015-06-02 00:00:00
68PREF20140002;MUNWILLER;68228;Munwiller;"";"";2014-01-28 00:00:00;;2014-02-10 00:00:00;2015-06-02 00:00:00
68PREF20140001;HEIDWILLER;68127;Heidwiller;"";"";2014-01-13 00:00:00;;2014-01-13 00:00:00;2015-06-02 00:00:00
19PREF20140004;GOULLES;19086;Goulles;DORDOGNE;"Mise à jour PCS 20 juin 2014.
Barrages St Etienne Cantalès (rivière Cère) et Enchanet (rivière Maronne).";;;2014-01-19 00:00:00;2014-10-16 00:00:00
19PREF20140003;SAINT-BONNET-L'ENFANTIER;19188;Saint-Bonnet-l'Enfantier;"";Commune sans risque majeur;;;2014-01-15 00:00:00;2018-06-04 00:00:00
19PREF20140002;SAINT-ELOY-LES-TUILERIES;19198;Saint-Éloy-les-Tuileries;"";"Commune sans risque majeur.
PCS modifié le 23/07/2014 (changement équipe municipale).";;;2014-07-23 00:00:00;2018-06-04 00:00:00
19PREF20140001;SAILLAC;19179;Saillac;"";Commune sans risque majeur;;;2014-01-20 00:00:00;2018-06-04 00:00:00
46PREF20140004;Saint-Pantaléon;46285;Saint-Pantaléon;"";"";;;2013-10-17 00:00:00;2014-01-13 00:00:00
46PREF20140003;Quatre Routes du Lot (Les);46232;Les Quatre-Routes-du-Lot;"";"";;;2011-01-31 00:00:00;2014-01-13 00:00:00
46PREF20140002;Montat (Le);46197;Le Montat;"";"";;;2013-10-03 00:00:00;
46PREF20140001;Capdenac;46055;Capdenac;"";"";;;2013-11-08 00:00:00;
72DDT20140002;PCS - THOREE LES PINS;72357;Thorée-les-Pins;"";"";;;2013-12-17 00:00:00;
72DDT20140001;PCS - NOGENT SUR LOIR;72221;Nogent-sur-Loir;"";"";;;2013-12-05 00:00:00;
58PREF20140001;SAINT-AMAND-EN-PUISAYE;58227;Saint-Amand-en-Puisaye;"";"";;;2011-06-07 00:00:00;2014-01-02 00:00:00
19PREF20130186;BORT-LES-ORGUES;19028;Bort-les-Orgues;DORDOGNE;précédente notification : 29/11/2013;;;2017-09-25 00:00:00;2018-05-29 00:00:00
19PREF20130185;CHIRAC-BELLEVUE;19055;Chirac-Bellevue;"";Commune sans risque majeur;;;2013-12-04 00:00:00;2018-06-04 00:00:00
19PREF20130184;SAINT-JULIEN-AUX-BOIS;19214;Saint-Julien-aux-Bois;DORDOGNE;"Barrages de Bort les Orgues et le Gour Noir
précédente notification : 15/12/2013";;;2016-08-22 00:00:00;2018-06-04 00:00:00
19PREF20130183;SAINT-CERNIN-DE-LARCHE;19191;Saint-Cernin-de-Larche;"";précédente notification : 01/12/2013;;;2014-11-01 00:00:00;2018-05-31 00:00:00
19PREF20130182;LAGLEYGEOLLE;19099;Lagleygeolle;"";Commune sans risque majeur;;;2013-12-05 00:00:00;2018-06-04 00:00:00
19PREF20130181;PCS SARROUX-SAINT-JULIEN;19218;Saint-Julien-près-Bort;DORDOGNE;Communes regroupées : Sarroux et St Julien-Près-Bort;;;2013-12-09 00:00:00;2018-07-04 00:00:00
19PREF20130180;MEYSSAC;19138;Meyssac;DORDOGNE;précédente notification : 15/11/2013;;;2014-12-01 00:00:00;2018-05-31 00:00:00
19PREF20130179;SAINT-CIRGUES-LA-LOUTRE;19193;Saint-Cirgues-la-Loutre;"";"rivière Maronne.
Barrage d'Enchanet (construit dans le Cantal).
précédente notification : 15/12/2013";;;2014-07-16 00:00:00;2018-05-31 00:00:00
19PREF20130178;SAINT-GENIEZ-O-MERLE;19205;Saint-Geniez-ô-Merle;"";"Rivière Maronne
barrage Enchanet.
précédente notification : 15/12/2013";;;2017-01-26 00:00:00;2018-06-04 00:00:00
19PREF20130177;LIOURDRES;19116;Liourdres;DORDOGNE;"";;;2013-12-15 00:00:00;2016-01-14 00:00:00
36DDT20130022;PCS JEU LES BOIS;36089;Jeu-les-Bois;"";"";;;2013-09-16 00:00:00;2013-12-19 00:00:00
58PREF20130220;TRACY-SUR-LOIRE;58295;Tracy-sur-Loire;"";"";;;2011-09-20 00:00:00;
58PREF20130219;SAINT-VERAIN;58270;Saint-Vérain;"";"";;;2011-02-21 00:00:00;
58PREF20130218;SAINT-LOUP;58251;Saint-Loup;"";"";;;2011-02-18 00:00:00;
58PREF20130216;POUILLY-SUR-LOIRE;58215;Pouilly-sur-Loire;"";"";;;2012-02-29 00:00:00;
58PREF20130215;NEUVY-SUR-LOIRE;58193;Neuvy-sur-Loire;"";"";;;2008-01-01 00:00:00;
58PREF20130214;MYENNES;58187;Myennes;"";"";;;2007-11-19 00:00:00;
58PREF20130213;MESVES-SUR-LOIRE;58164;Mesves-sur-Loire;"";"";;;2008-08-31 00:00:00;2013-12-18 00:00:00
58PREF20130212;LA MARCHE;58155;La Marche;"";"";;;2011-06-29 00:00:00;
58PREF20130211;LA CHARITE-SUR-LOIRE;58059;La Charité-sur-Loire;"";"";;;2010-12-06 00:00:00;
58PREF20130210;LA CELLE-SUR-LOIRE;58044;La Celle-sur-Loire;"";"";;;2007-12-01 00:00:00;
58PREF20130209;COSNE-COURS-SUR-LOIRE;58086;Cosne-Cours-sur-Loire;"";"";;;2010-06-01 00:00:00;2013-12-18 00:00:00
58PREF20130208;URZY;58300;Urzy;"";"";;;2011-11-23 00:00:00;
58PREF20130207;TRESNAY;58296;Tresnay;"";"";;;2010-03-01 00:00:00;
58PREF20130206;SAUVIGNY-LES-BOIS;58273;Sauvigny-les-Bois;"";"";;;2011-06-21 00:00:00;
58PREF20130205;SAINT-OUEN-SUR-LOIRE;58258;Saint-Ouen-sur-Loire;"";"";;;2011-12-15 00:00:00;
58PREF20130204;SAINT-MARTIN-D'HEUILLE;58254;Saint-Martin-d'Heuille;"";"";;;2012-02-09 00:00:00;
58PREF20130203;SAINCAIZE-MEAUCE;58225;Saincaize-Meauce;"";"";;;2011-09-30 00:00:00;
68PREF20130473;LOGELHEIM;68189;Logelheim;"";"";2013-11-18 00:00:00;;2014-10-27 00:00:00;2015-06-02 00:00:00
68PREF20130472;HENFLINGEN;68133;Henflingen;"";"";2013-10-18 00:00:00;;2014-12-08 00:00:00;2015-06-02 00:00:00
68PREF20130471;HEIMERSDORF;68128;Heimersdorf;"";"";;;2013-12-03 00:00:00;
68PREF20130470;EGUISHEIM;68078;Eguisheim;"";"";2013-12-06 00:00:00;;2013-12-16 00:00:00;2015-06-02 00:00:00
68PREF20130469;BANTZENHEIM;68020;Bantzenheim;"";"";;;2013-12-09 00:00:00;
58PREF20130202;NEVERS;58194;Nevers;"";"";;;2010-02-22 00:00:00;2013-12-16 00:00:00
58PREF20130201;MARZY;58160;Marzy;"";"";;;2013-11-27 00:00:00;
58PREF20130200;MARS-SUR-ALLIER;58158;Mars-sur-Allier;"";"";;;2010-06-18 00:00:00;
58PREF20130199;LUTHENAY-UXELOUP;58148;Luthenay-Uxeloup;"";Pas d'arrêté municipal d'approbation. A établi une liste des coordonnées téléphoniques des familles concernées par le risque inondation.;;;2007-10-30 00:00:00;
58PREF20130188;LIVRY;58144;Livry;"";"";;;2010-07-01 00:00:00;
58PREF20130187;LANGERON;58138;Langeron;"";"";;;2011-10-03 00:00:00;
58PREF20130186;IMPHY;58134;Imphy;"";"";;;2011-07-01 00:00:00;
58PREF20130185;GUERIGNY;58131;Guérigny;"";"";;;2011-06-23 00:00:00;2013-12-16 00:00:00
58PREF20130184;GERMIGNY-SUR-LOIRE;58124;Germigny-sur-Loire;"";"";;;2007-11-16 00:00:00;
58PREF20130183;GARCHIZY;58121;Garchizy;"";"";;;2011-06-21 00:00:00;
58PREF20130182;FOURCHAMBAULT;58117;Fourchambault;"";"";;;2007-08-14 00:00:00;
58PREF20130181;FLEURY-SUR-LOIRE;58115;Fleury-sur-Loire;"";"";;;2007-01-19 00:00:00;2013-12-16 00:00:00
58PREF20130180;DECIZE;58095;Decize;"";"";;;2008-03-07 00:00:00;
58PREF20130179;COULANGES-LES-NEVERS;58088;Coulanges-lès-Nevers;"";"";;;2011-08-19 00:00:00;
58PREF20130178;COSSAYE;58087;Cossaye;"";"";;;2007-11-15 00:00:00;
58PREF20130177;CHEVENON;58072;Chevenon;"";"";;;2011-07-22 00:00:00;2013-12-18 00:00:00
58PREF20130176;CHANTENAY-SAINT-IMBERT;58057;Chantenay-Saint-Imbert;"";"";;;2007-12-11 00:00:00;2013-12-16 00:00:00
58PREF20130175;CHALLUY;58051;Challuy;"";"";;;2011-09-15 00:00:00;
58PREF20130174;TANNAY;58286;Tannay;"";"";;;2009-02-26 00:00:00;
58PREF20130173;SURGY;58282;Surgy;"";"";;;2010-07-09 00:00:00;2013-12-16 00:00:00
58PREF20130172;SAINT-DIDIER;58237;Saint-Didier;"";"";;;2010-11-19 00:00:00;
58PREF20130171;RUAGES;58224;Ruages;"";"";;;2011-01-28 00:00:00;
58PREF20130170;POUSSEAUX;58217;Pousseaux;"";"";;;2010-10-01 00:00:00;
58PREF20130169;PAZY;58208;Pazy;"";"";;;2010-06-30 00:00:00;
58PREF20130168;MOURON-SUR-YONNE;58183;Mouron-sur-Yonne;"";"";;;2011-07-15 00:00:00;
58PREF20130167;MONCEAUX-LE-COMTE;58170;Monceaux-le-Comte;"";"";;;2010-05-26 00:00:00;
58PREF20130166;MHERE;58166;Mhère;"";"";;;2009-03-19 00:00:00;
58PREF20130165;METZ-LE-COMTE;58165;Metz-le-Comte;"";"";;;2010-07-01 00:00:00;
58PREF20130164;LYS;58150;Lys;"";"";;;2011-06-27 00:00:00;
58PREF20130163;FLEZ-CUZY;58116;Flez-Cuzy;"";"";;;2010-10-04 00:00:00;
58PREF20130162;DORNECY;58103;Dornecy;"";"";;;2011-07-20 00:00:00;
58PREF20130161;DIROL;58098;Dirol;"";"";;;2010-02-26 00:00:00;2013-12-18 00:00:00
58PREF20130160;CORBIGNY;58083;Corbigny;"";"";;;2011-07-21 00:00:00;
58PREF20130159;CHITRY-LES-MINES;58075;Chitry-les-Mines;"";"";;;2009-10-27 00:00:00;
58PREF20130158;CHALLEMENT;58050;Challement;"";"";;;2010-12-08 00:00:00;
58PREF20130157;BREVES;58039;Brèves;"";"";;;2011-01-25 00:00:00;
58PREF20130156;ANTHIEN;58008;Anthien;"";"";;;2010-01-08 00:00:00;
58PREF20130155;AMAZY;58005;Amazy;"";"";;;2008-10-24 00:00:00;
58PREF20130154;SAINT-ANDRE-EN-MORVAN;58229;Saint-André-en-Morvan;"";"";;;2011-08-25 00:00:00;
58PREF20130153;CHALAUX;58049;Chalaux;"";"";;;2011-06-30 00:00:00;
58PREF20130152;SAINT-HILAIRE-FONTAINE;58245;Saint-Hilaire-Fontaine;"";"";;;2010-10-01 00:00:00;2014-01-02 00:00:00
58PREF20130151;MONTREUILLON;58179;Montreuillon;"";"";;;2011-07-07 00:00:00;
58PREF20130150;MONTIGNY-EN-MORVAN;58177;Montigny-en-Morvan;"";"";;;2011-06-26 00:00:00;
58PREF20130149;CHAUMARD;58068;Chaumard;"";"";;;2011-06-20 00:00:00;
58PREF20130148;CHARRIN;58060;Charrin;"";"";;;2011-06-24 00:00:00;2013-12-16 00:00:00
19PREF20130175;VARETZ;19278;Varetz;VEZERE;"PCS obligatoire
Cours d'eau : Vézère et son affluent la Loyre.
Ancien arrêté 02/12/2013";;;2017-11-17 00:00:00;2018-06-04 00:00:00
19PREF20130174;SAINT-BONNET-LES-TOURS-DE-MERLE;19189;Saint-Bonnet-les-Tours-de-Merle;DORDOGNE;Rivière : La Maronne;;;2013-12-01 00:00:00;2013-12-12 00:00:00
66DDTM20130148;PCS Vingrau ;66231;Vingrau;Agly;"";;2011-05-01 00:00:00;2011-05-01 00:00:00;2014-12-17 00:00:00
66DDTM20130147;PCS Vinça ;66230;Vinça;Têt ;"";2013-07-01 00:00:00;2014-10-10 00:00:00;2014-10-10 00:00:00;2014-12-17 00:00:00
66DDTM20130145;PCS Villeneuve de la Riviere ;66228;Villeneuve-la-Rivière;Têt ;"";;2010-01-01 00:00:00;2010-10-01 00:00:00;2014-12-17 00:00:00
66DDTM20130141;PCS Villefranche de Conflent ;66223;Villefranche-de-Conflent;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130139;PCS Vernet les Bains ;66222;Vernet-les-Bains;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130136;PCS Toulouges ;66213;Toulouges;Têt ;"";2013-07-01 00:00:00;2014-10-14 00:00:00;2014-10-14 00:00:00;2015-02-10 00:00:00
66DDTM20130134;PCS Thuir ;66210;Thuir;Têt ;"";2013-07-01 00:00:00;2015-02-03 00:00:00;2015-02-03 00:00:00;2015-02-12 00:00:00
66DDTM20130132;PCS Thues entre valls ;66209;Thuès-Entre-Valls;Têt ;"";2013-07-01 00:00:00;2015-02-01 00:00:00;2015-02-01 00:00:00;2015-02-12 00:00:00
66DDTM20130130;PCS Tautavel ;66205;Tautavel;Agly ;"";2013-07-01 00:00:00;2014-01-01 00:00:00;2014-01-01 00:00:00;2014-12-17 00:00:00
66DDTM20130128;PCS Taurinya ;66204;Taurinya;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130126;PCS Souanyas ;66197;Souanyas;Têt ;"";2013-07-01 00:00:00;2015-01-01 00:00:00;2015-01-01 00:00:00;2015-02-12 00:00:00
66DDTM20130124;PCS Le Soler ;66195;Le Soler;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130122;PCS Serdinya;66193;Serdinya;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
47DREAL20130161;PCS;47264;Saint-Pardoux-Isaac;"";"";;;2005-07-07 00:00:00;
66DDTM20130117;PCS Saint Michel de Llotes ;66185;Saint-Michel-de-Llotes;Têt ;"";2013-07-01 00:00:00;2014-10-10 00:00:00;2014-10-10 00:00:00;2014-12-17 00:00:00
66DDTM20130114;PCS Saint-Laurent de cerdans ;66179;Saint-Laurent-de-Cerdans;Tech ;"";2013-07-01 00:00:00;2014-12-31 00:00:00;2014-12-31 00:00:00;2015-02-10 00:00:00
66DDTM20130113;PCS Saint-Feliu d'Amont ;66173;Saint-Féliu-d'Amont;Têt ;"";2013-07-01 00:00:00;2014-10-08 00:00:00;2014-10-08 00:00:00;2014-12-17 00:00:00
66DDTM20130109;PCS Sahorre;66166;Sahorre;Têt ;"";2013-07-01 00:00:00;2014-09-29 00:00:00;2014-09-29 00:00:00;2014-12-17 00:00:00
66DDTM20130107;PCS Rodes ;66165;Rodès;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130105;PCS Rivesaltes ;66164;Rivesaltes;Agly ;"";2013-07-01 00:00:00;2014-09-01 00:00:00;2014-09-01 00:00:00;2014-12-17 00:00:00
66DDTM20130102;PCS Prunet et Belpuig ;66153;Prunet-et-Belpuig;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130100;PCS Prades ;66149;Prades;Têt ;"";2013-09-10 00:00:00;2014-11-06 00:00:00;2014-11-06 00:00:00;2014-12-17 00:00:00
66DDTM20130098;PCS Porte-Puymorens ;66147;Porté-Puymorens;Ségre ;"";;2013-07-01 00:00:00;2013-07-01 00:00:00;2014-12-17 00:00:00
66DDTM20130096;PCS Porta ;66146;Porta;Ségre ;"";;2013-07-01 00:00:00;2013-07-01 00:00:00;2014-12-17 00:00:00
66DDTM20130095;PCS Ponteilla ;66145;Ponteilla;Réart ;"";2013-09-10 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130093;PCS Pollestres ;66144;Pollestres;Réart ;"";;2013-09-10 00:00:00;2013-09-10 00:00:00;2014-12-17 00:00:00
66DDTM20130092;PCS Planezes ;66143;Planèzes;Agly ;"";;2013-10-02 00:00:00;2013-10-02 00:00:00;2015-02-10 00:00:00
66DDTM20130091;PCS Pia ;66141;Pia;Agly ;"";2013-09-10 00:00:00;2014-12-02 00:00:00;2014-12-02 00:00:00;2015-02-10 00:00:00
66DDTM20130086;PCS Olette;66125;Olette;Têt ;"";2010-01-01 00:00:00;2014-01-01 00:00:00;2014-01-01 00:00:00;2015-02-10 00:00:00
66DDTM20130084;PCS Nefiach ;66121;Néfiach;Têt;"";2011-01-01 00:00:00;2014-11-23 00:00:00;2014-11-23 00:00:00;2015-02-10 00:00:00
66DDTM20130082;PCS Mosset ;66119;Mosset;Têt ;"";2011-01-01 00:00:00;2014-01-01 00:00:00;2014-01-01 00:00:00;2015-02-10 00:00:00
66DDTM20130080;PCS Mont-Louis ;66117;Mont-Louis;Têt ;"";2011-01-01 00:00:00;2014-09-01 00:00:00;2014-09-01 00:00:00;2015-02-10 00:00:00
66DDTM20130078;PCS Montesquieu des Alberes ;66115;Montesquieu-des-Albères;Tech;"";;2013-07-01 00:00:00;2013-07-01 00:00:00;2014-12-18 00:00:00
66DDTM20130074;PCS Molitg les Bains ;66109;Molitg-les-Bains;Têt ;"";2012-01-01 00:00:00;2014-07-02 00:00:00;2014-07-02 00:00:00;2015-02-13 00:00:00
66DDTM20130072;PCS Millas ;66108;Millas;Têt ;"";2012-01-01 00:00:00;2014-11-01 00:00:00;2014-01-01 00:00:00;2014-12-18 00:00:00
66DDTM20130070;PCS Masos ( Los) ;66104;Los Masos;Têt;"";2012-01-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-18 00:00:00
66DDTM20130068;PCS Marquixanes ;66103;Marquixanes;Têt ;"";2012-01-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-18 00:00:00
66DDTM20130066;PCS Mantet ;66102;Mantet;Têt ;"";2012-01-01 00:00:00;2013-01-01 00:00:00;2014-01-01 00:00:00;2015-02-10 00:00:00
66DDTM20130065;PCS Llupia;66101;Llupia;Têt ;"";;2013-07-01 00:00:00;2013-07-01 00:00:00;2014-12-17 00:00:00
66DDTM20130063;PCS Latour de france ;66096;Latour-de-France;Agly;"";2013-07-01 00:00:00;2014-08-26 00:00:00;2014-08-26 00:00:00;2015-02-10 00:00:00
66DDTM20130061;PCS Latour de Carol ;66095;Latour-de-Carol;Ségre;"";;2013-07-01 00:00:00;2013-07-01 00:00:00;2014-12-17 00:00:00
66DDTM20130057;PCS Ille sur Têt ;66088;Ille-sur-Têt;Têt ;"";2013-07-01 00:00:00;2014-12-02 00:00:00;2014-12-01 00:00:00;2014-12-17 00:00:00
66DDTM20130055;PCS Fuilla ;66085;Fuilla;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130053;PCS Fillols ;66078;Fillols;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130051;PCS Eus ;66074;Eus;Têt ;"";2013-07-01 00:00:00;2014-10-09 00:00:00;2014-10-09 00:00:00;2014-12-17 00:00:00
66DDTM20130048;PCS Escaro;66068;Escaro;Têt ;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130046;PCS Corsavy;66060;Corsavy;Tech;"";;2014-11-13 00:00:00;2016-06-20 00:00:00;2016-09-20 00:00:00
66DDTM20130045;PCS Corneilla la riviére ;66058;Corneilla-la-Rivière;Têt;"";2013-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
66DDTM20130043;PCS Corbére les cabanes ;66056;Corbère-les-Cabanes;Têt ;"";2013-07-01 00:00:00;2014-11-28 00:00:00;2014-11-28 00:00:00;2014-12-17 00:00:00
66DDTM20130041;PCS Corbere ;66055;Corbère;Têt ;"";2013-07-01 00:00:00;2014-11-28 00:00:00;2014-11-28 00:00:00;2014-12-17 00:00:00
66DDTM20130035;PCS Codalet ;66052;Codalet;Têt ;"";2013-07-01 00:00:00;2014-10-01 00:00:00;2014-10-01 00:00:00;2014-12-17 00:00:00
66DDTM20130033;PCS Claira ;66050;Claira;Agly;"";2012-01-01 00:00:00;2014-09-25 00:00:00;2014-09-25 00:00:00;2014-12-17 00:00:00
66DDTM20130031;PCS Cerbere ;66048;Cerbère;Cote Roch. ;"";2013-07-01 00:00:00;2014-12-09 00:00:00;2014-12-09 00:00:00;2014-12-17 00:00:00
66DDTM20130030;PCS Caudies de Conflent ;66047;Caudiès-de-Conflent;Têt ;"";2013-07-01 00:00:00;2014-10-01 00:00:00;2014-10-01 00:00:00;2014-12-17 00:00:00
66DDTM20130028;PCS Cattlar ;66045;Catllar;Têt ;"";2013-07-01 00:00:00;2014-09-24 00:00:00;2014-09-24 00:00:00;2015-02-19 00:00:00
66DDTM20130026;PCS Casteil ;66043;Casteil;Têt ;"";2013-07-01 00:00:00;2015-01-01 00:00:00;2015-01-01 00:00:00;2015-02-12 00:00:00
66DDTM20130024;PCS Cases de Pene ;66041;Cases-de-Pène;Agly;"";2013-07-01 00:00:00;2013-12-10 00:00:00;2013-12-10 00:00:00;2016-05-19 00:00:00
66DDTM20130022;PCS Canohes;66038;Canohès;Têt ;"";;2013-09-01 00:00:00;2016-02-11 00:00:00;2016-09-20 00:00:00
66DDTM20130020;PCS Calce;66030;Calce;Têt ;Modifié en 2014;;2013-11-14 00:00:00;2013-11-14 00:00:00;2015-02-10 00:00:00
66DDTM20130019;PCS Bourg-Madame;66025;Bourg-Madame;Ségre ;"";2013-07-01 00:00:00;2014-11-28 00:00:00;2014-11-28 00:00:00;2014-12-17 00:00:00
66DDTM20130017;PCS Bouleternere ;66023;Bouleternère;Têt ;"";2013-07-01 00:00:00;2014-10-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
19PREF20130173;SAINT-MARTIAL-ENTRAYGUES;19221;Saint-Martial-Entraygues;DORDOGNE;Cours d'eau : Dordogne et le Doustre;;;2013-10-24 00:00:00;
19PREF20130172;DAMPNIAT;19068;Dampniat;CORREZE;"Rivières : Corrèze, Loyre, Roanne
précédente notification : 02/12/2013";;;2018-05-11 00:00:00;2018-05-29 00:00:00
19PREF20130171;NOAILLES;19151;Noailles;"";"Commune sans risque majeur.
précédente notification : 01/12/2013";;;2014-05-20 00:00:00;2018-05-31 00:00:00
19PREF20130170;SAINT-JULIEN-LE-PELERIN;19215;Saint-Julien-le-Pèlerin;CERE;"Barrage : St Etienne Cantales (Cantal)
Cours d'eau : la Cère
précédente notification : 24/10/2013";;;2018-02-05 00:00:00;2018-06-04 00:00:00
19PREF20130169;MALEMORT;19123;Malemort-sur-Corrèze;CORREZE;"Risques : barrage de la Couze (rivière la Couze)
rivières : la Corrèze, la Loyre
ruisseaux : Les Saulières, le Pian.
précédente notification : 12/07/2013
Commune regroupée avec Vénarsal.";;;2014-06-20 00:00:00;2018-05-31 00:00:00
19PREF20130168;CHAUMEIL;19051;Chaumeil;"";Commune sans risque majeur;;;2013-12-05 00:00:00;2018-06-04 00:00:00
19PREF20130167;ALTILLAC;19007;Altillac;DORDOGNE;"Barrage de Bort les Orgues, l'Aigle, le Chastang, la Valette, Enchanet et Hautefage.
précédente notification : 02/12/2013
";;;2014-08-08 00:00:00;2018-05-29 00:00:00
66DDTM20130012;PCS Baixas ;66014;Baixas;Agly ;"";;2010-11-30 00:00:00;2010-11-30 00:00:00;2014-12-17 00:00:00
66DDTM20130010;PCS Angoustrine-Villeneuve ;66005;Angoustrine-Villeneuve-des-Escaldes;Ségre;"";2012-01-01 00:00:00;2014-11-28 00:00:00;2014-11-28 00:00:00;2014-12-17 00:00:00
66DDTM20130008;PCS Baillestavy ;66013;Baillestavy;Têt ;"";2013-09-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
19PREF20130166;LOSTANGES;19119;Lostanges;"";Commune sans risque majeur;2013-11-08 00:00:00;;2013-12-10 00:00:00;2018-06-04 00:00:00
19PREF20130165;NONARDS;19152;Nonards;DORDOGNE;"rivière : La Ménoire et le Céroux
PPi Bort les Orgues approuvé le 26/10/2007
PPRI approuvé le 30/10/2013
précédente notification : 21/11/2013";;;2015-02-20 00:00:00;2018-05-31 00:00:00
19PREF20130164;NEUVIC;19148;Neuvic;DORDOGNE;Rivière La Triouzoune;;;2013-09-26 00:00:00;
66DDTM20130005;PCS Baho;66012;Baho;Têt;"";2012-07-01 00:00:00;2014-11-01 00:00:00;2014-11-01 00:00:00;2014-12-17 00:00:00
47DREAL20130160;PCS;47263;Saint-Pardoux-du-Breuil;"";"";;;2009-12-23 00:00:00;
66DDTM20130003;PCS Alenya;66002;Alénya;Réart;En cours d'actualisation selon SMBVR;;2009-09-01 00:00:00;2009-09-01 00:00:00;2015-02-10 00:00:00
19PREF20130163;BRIVEZAC;19032;Brivezac;DORDOGNE;"";;;2013-10-21 00:00:00;2014-04-01 00:00:00
19PREF20130162;RILHAC-XAINTRIE;19173;Rilhac-Xaintrie;DORDOGNE;précédente notification : 29/10/2013;;;2015-01-22 00:00:00;2018-05-31 00:00:00
19PREF20130161;BEAULIEU-SUR-DORDOGNE;19019;Beaulieu-sur-Dordogne;DORDOGNE;"";;2013-10-21 00:00:00;2015-02-05 00:00:00;2017-06-01 00:00:00
19PREF20130160;COLLONGES-LA-ROUGE;19057;Collonges-la-Rouge;"";"";;2013-11-06 00:00:00;2014-10-31 00:00:00;2017-06-01 00:00:00
19PREF20130159;CHAUFFOUR-SUR-VELL;19050;Chauffour-sur-Vell;"";rivières Soustre et Vell;;;2015-06-01 00:00:00;2016-02-24 00:00:00
